name,category,rating,reviews,address,phone,website,latitude,longitude,url,source,query,scraped_at
National Academy of Agrarian Sciences of Ukraine,University,,,"Heroiv Oborony Street 10, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1018997974,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Institute of Mathematics of the National Academy of Sciences of Ukraine,University,,,"Tereshchenkivska Street 3, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11579008,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv Choreographic School,University,,,"Parkovo-Syretsʹka Vulytsya 4, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1073409321,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv School of Economics,University,,,"Mykoly Shpaka Street 3, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1238954258,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyyivsʹkyy Universytet Im. Borysa Hrinchenka,University,,,"Pavla Tychyny Avenue 19, Kyiv - Dnipro Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11592559,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Taras Shevchenko National University of Kyiv,University,,,"Iulii Zdanovskoi Street 49, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=95269791,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Open International University of Human Development “Ukraine”,University,,,"Lvivska Street 23, Kyiv - Sviatoshynskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11584969,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Shupyk National Healthcare University of Ukraine,University,,,"Dorohozhytska Street 9, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=137842243,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv National Economic University named after Vadym Hetman,University,,,"Beresteiskyi Avenue 54/1, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=95269732,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
State University of Trade and Economics,University,,,"Vulytsya Vasylya Ivanysa 2, Kyiv - Desnianskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1185465618,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv National Economic University named after Vadym Hetman,University,,,"Vulytsya Yevheniyi Miroshnychenko 5, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1238954254,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Ukrainian National Academy of Music,University,,,"Arkhitektora Horodetskoho Street 1-3/11, Kyiv - Pecherskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11579767,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Military Institute of Taras Shevchenko National University of Kyiv,University,,,"Iulii Zdanovskoi Street 81, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11584347,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
International Solomon University,University,,,"Sholudenka Street 1-Б, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11584898,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Taras Shevchenko National University of Kyiv,University,,,"Bohdana Havrylyshyna Street 24, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1248585569,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
"Academy of Labour, Social Relations and Tourism",University,,,"Kiltseva Road 3-А, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11587930,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Instytut Ekohihiyeny Ta Toksykolohiyi Im. L. I. Medvedya,University,,,"Heroiv Oborony Street 6, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1019114890,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Shupyk National Healthcare University of Ukraine,University,,,"Liubomyra Huzara Avenue 3, Kyiv - Solomianka Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1052849410,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Interregional Academy of Personnel Management,University,,,"Frometivska Street 2 к2, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11592405,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Bogomolets National Medical University,University,,,"Vulytsya Polkovnyka Shutova 14-В, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11592697,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
International Management Institute,University,,,"Shuliavska Street 10/12в, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1238858833,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
I. I. Schmalhausen Institute of Zoology,University,,,"Bohdana Khmelnytskoho Street 15, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1065806999,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
College of Trade and Economics of Kyiv National University of Trade and Economics,University,,,"Lvivska Street 2/4, Kyiv - Sviatoshynskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1240838642,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv City Medical Professional College,University,,,"Bratyslavska Street 5, Kyiv - Desnianskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1106334633,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Beekeping University,University,,,"Akademika Zabolotnoho Street 19, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1045972397,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
State University of Telecommunications,University,,,"Solomianska Street 7, Kyiv - Solomianka Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11587798,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Military Institute of Telecommunications and Informatization,University,,,"Knyaziv Ostrozʹkykh Vulytsya 7-А, Kyiv - Pecherskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=112585520,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Institute of Water Problems and Land Reclamation,University,,,"Vasylkivska Street 37, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1027431199,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
National University of Physical Education and Sport of Ukraine,University,,,"Fizkultury Street 1 к1, Kyiv - Pecherskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11591556,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
National Academy of State Administration,University,,,"Vulytsya Antona Tsedika 20, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1238954255,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
National Academy of Visual Arts and Architecture,University,,,"Voznesenskyi Descent 20, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1015434413,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv National University of Technologies and Design,University,,,"Leiptsyhska Street 16, Kyiv - Pecherskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11588203,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Borys Grinchenko Kyiv Metropolitan University,University,,,"Bulʹvarno-Kudryavsʹka Vulytsya 18/2, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1095809314,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
National University of Kyiv-Mohyla Academy,University,,,"Hryhoriia Skovorody Street 2, Kyiv - Podil Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1084146475,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv National University of Construction and Architecture,University,,,"Osvity Street 7, Kyiv - Solomianka Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1019018535,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
National University of Food Technologies,University,,,"Tarasivska Street 5, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1081126577,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv Electromechanical College,University,,,"Prospekt Povitryanykh Syl 35, Kyiv - Solomianka Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1019018528,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv Secondary Specialized Music Boarding School named after Mykola Lysenko,University,,,"Parkovo-Syretsʹka Vulytsya 4, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1104500728,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
National University of Life and Environmental Sciences of Ukraine,University,,,"Heroiv Oborony Street 15, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1019114889,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv School of Economics,University,,,"Dmytrivska Street 92-94, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1040657555,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
National University of Life and Environmental Sciences of Ukraine,University,,,"Vasylkivska Street 17, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1019113019,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Igor Sikorsky Kyiv Polytechnic Institute,University,,,"Borshchahivska Street 144, Kyiv - Solomianka Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11592213,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Bogomoletz Institute of Physiology,University,,,"Akademika Bohomoltsia Street 4, Kyiv - Pecherskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1247301402,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
National Defense University of Ukraine,University,,,"Kyiv - Solomianka Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1250590883,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
American University of Kyiv,University,,,"Poshtova Ploshcha 3, Kyiv - Podil Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1177991909,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv Professional College of Technology and Fashion Design,University,,,"Leonida Kadeniuka Avenue 22, Kyiv - Desnianskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11584677,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv Industrial College,University,,,"Novoukrainska Street 24-А, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1038460495,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv National University of Culture and Arts,University,,,"Yevhena Konovaltsia Street 36, Kyiv - Pecherskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1080174215,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
National Pedagogical Dragomanov University,University,,,"Vulytsya Pyrohova 7-А, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=95269780,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Mykhailo Boichuk Kyiv State Academy of Decorative-Applied Arts and Design,University,,,"Mykhaila Boichuka Street 32, Kyiv - Pecherskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11591526,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
"University of Kyiv Faculty of Radio Physics, Electronics and Computer Systems",University,,,"Akademika Hlushkova Avenue 4-Г, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11592259,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kriohennyy Korpus. Dp Tsentr Ekolohichnoho Monitorynhu Ukrayiny,University,,,"Prospekt Akademika Hlushkova 4-А, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11584334,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyyivsʹkyy Transportno-Ekonomichnyy Koledzh (Ktek Ntu),University,,,"Vasylkivska Street 20, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11474112,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyyivsʹka Pravoslavna Bohoslovsʹka Akademiya,University,,,"Trokhsviatytelska Street 8, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1233604940,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyyivsʹkyy Fakhovyy Koledzh Restorannoho Hospodarstva Nukht,University,,,"Vulytsya Dmytra Doroshenka 57, Kyiv - Pecherskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1254907199,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv Medical University,University,,,"Hetmana Pavla Skoropadskoho Street 9, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11579827,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Tnu Im. V.i Vernadsʹkoho,University,,,"Elektrykiv Street 26/8, Kyiv - Podil Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1018917068,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyyivsʹkyy Koledzh Lehkoyi Promyslovosti,University,,,"Vulytsya Dmytra Doroshenka 4, Kyiv - Pecherskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1118639972,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
"Kyyivsʹkyy Natsionalʹnyy Universytet Teatru, Kino I Telebachennya Im. I. K. Karpenka-Karoho",University,,,"Khreshchatyk Street 52, Kyiv - Shevchenko Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11586950,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
National Transport University,University,,,"Mykhaila Omelianovycha-Pavlenka Street 1, Kyiv - Pecherskyi District, Ukraine",,,,,https://mapy.com/en/?source=osm&id=11589090,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kyiv Energy College,University,,,"Vulytsya Ivana Serhiyenka 7, Kyiv - Dnipro Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1129095136,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kafedra Dermatolohiyi Ta Venerolohiyi,University,,,"Saksahanskoho Street 72, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1049760149,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Kafedra Heoinformatyky,University,,,"Vasylkivska Street 90, Kyiv - Holosiiv Raion, Ukraine",,,,,https://mapy.com/en/?source=osm&id=1110295571,mapy.com,University in Kyiv,2026-08-20T10:35:02Z
Taras Shevchenko National University of Kyiv,College/university,4.3,78,"Volodymyrska St, 60, Kyiv",+380 44 239 3333,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
Kyiv International University,College/university,,,"Lvivska St, 49, Kyiv",+380 44 594 0304,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
«KROK» University,Education,,,"Tabirna St, 30-32, Kyiv",+380 44 339 9901,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
American University Kyiv,College/university,,,"Poshtova Ploshcha, Kyiv",,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
National University of Life and Environmental Sciences of Ukraine,Education,,,"Heroiv Oborony Street, 18, Kyiv",+380 44 527 8242,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
Borys Hrinchenko Kyiv University,College/university,,,"Bulvarno-Kudriavska St, 18/2, Kyiv",+380 44 272 1902,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
Faculty for International Students Taras Shevchenko National University of Kyiv,College/university,,,"Vasylkivska St, 36, Kyiv",+380 44 524 3353,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
Міжнародний Європейський Університет - International European University,College/university,,,"Магнітогірська Вулиця, 1б, Kyiv",+380 44 338 0073,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
"Open International University of Human Development ""Ukraine""",Education,,,"Lvivska Street, 23, Kyiv",+380 800 305 007,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
Kyiv Academic University,Education,,,"Akademika Vernadskoho Blvd, 36, Kyiv",+380 44 424 3025,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
European University,Education,,,"Akademika Vernadskoho Blvd, 16в, Kyiv",+380 44 334 5304,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
Kyiv National University of Culture and Arts,College/university,,,"Yevhena Konovaltsia St, 36, Kyiv",+380 44 285 4403,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
Mizhnarodnyy Naukovo-Tekhnichnyy Universytet Imeni Akademika Yuriya Buhaya,College/university,,,"Khersonskyi Ln, 3, Київ",+380 50 505 2440,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
Institute Of International Relations Taras Shevchenko National University of Kyiv,Education,,,"Yuriia Illienka Street, 36/1, Kyiv",+380 44 481 4437,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
National Defense University of Ukraine,Education,,,"проспект Повітряних Сил, 28, Київ",+380 44 248 1078,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
National University of Kyiv-Mohyla Academy,College/university,,,"Hryhoriia Skovorody St, 2, Kyiv",+380 44 425 6059,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
Kyiv National University of Technologies and Design,College/university,,,"Mala Shyianovska Street, 4, Kyiv",+380 44 256 2975,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
Igor Sikorsky Kyiv Polytechnic Institute,College/university,,,"Vulytsia Akademika Yanhelia, 37к7, Kyiv",+380 44 204 9494,,,,https://www.bing.com/maps?q=University+in+Kyiv,bing-maps,University in Kyiv,2026-08-20T10:35:02Z
ОПТІМА,Distance Learning Centre,4.4,179,4/10 Тбіліський провулок,099 333 9187,,50.454012,30.466906,https://www.google.com/maps/place/%D0%9E%D0%9F%D0%A2%D0%86%D0%9C%D0%90/data=!4m7!3m6!1s0x40d4cef53e3a1fed:0xe4e0de832a599ab1!8m2!3d50.454012!4d30.466906,google-maps,University in Kyiv,2026-08-20T10:35:02Z
Київська Академія перукарського мистецтва,Beauty therapy college,4.4,33,26/2 вулиця Гарматна,097 462 4545,,50.44721,30.431534,https://www.google.com/maps/place/%D0%9A%D0%B8%D1%97%D0%B2%D1%81%D1%8C%D0%BA%D0%B0+%D0%90%D0%BA%D0%B0%D0%B4%D0%B5%D0%BC%D1%96%D1%8F/data=!4m7!3m6!1s0x40d4cc3ecf96ffef:0x1917ffbffa489ec5!8m2!3d50.44721!4d30.431534,google-maps,University in Kyiv,2026-08-20T10:35:02Z
Taras Shevchenko National University of Kyiv,University,4.4,1086,"Volodymyrska St, 60",044 239 3333,https://www.knu.ua/,50.4420116,30.5111119,https://www.google.com/maps/place/Taras+Shevchenko+National+University+of+Kyiv/data=!4m7!3m6!1s0x40d4cef9c7d6616b:0x592e3b185607fc91!8m2!3d50.4420116!4d30.5111119,google-maps,University in Kyiv,2026-08-20T10:35:02Z
American University Kyiv,University,4.0,31,"Поштова площа, 3",,http://auk.edu.ua/,50.4589669,30.5269695,https://www.google.com/maps/place/American+University+Kyiv/data=!4m7!3m6!1s0x40d4cf4a8a9aa169:0xb9f93f84c26e606f!8m2!3d50.4589669!4d30.5269695,google-maps,University in Kyiv,2026-08-20T10:35:02Z
V. Vernadsky Tavriya National University,University,4.1,240,"Dzhona Makkeina St, 33",044 529 0516,http://www.tnu.edu.ua/,50.41849,30.538358,https://www.google.com/maps/place/V.+Vernadsky+Tavriya+National+University/data=!4m7!3m6!1s0x40d4cf14d07a70cd:0x6aebb4ff63c3e9db!8m2!3d50.41849!4d30.538358,google-maps,University in Kyiv,2026-08-20T10:35:02Z
Faculty for International Students Taras Shevchenko National University of Kyiv,University,4.8,8,"94 office, Vasylkivska St, 36",044 524 3353,https://intstud.knu.ua/en/,50.39206,30.483453,https://www.google.com/maps/place/Faculty+for+International+Students/data=!4m7!3m6!1s0x40d4c8db75de6763:0x48ff4efbf267ccd7!8m2!3d50.39206!4d30.483453,google-maps,University in Kyiv,2026-08-20T10:35:02Z
